category,category_id,variant_id,stored_count,attempt_count,success_count,failure_count,attempt_step_sum,success_step_sum,failure_step_sum,attempt_step_max,num_copies,object_id,z_shift,table_size_x,table_size_y,table_size_z,object_mass,target_count,missing_to_target,complete_32,success_rate,stored_rate,mean_attempt_steps,mean_success_steps,mean_failure_steps,attempt_steps_per_stored,attempt_steps_per_success,stored_per_1k_attempt_steps,success_per_1k_attempt_steps,copies_with_stored,max_copy_stored,min_copy_stored,mean_copy_stored,copies_with_attempts,object_name,usable_success_fraction_est
afar,0,1736,14,116,115,0,48332,48314,18,550,4,22,0.6293740272521973,0.5114487409591675,1.1375391483306885,0.050000000745058,0.7919716835021973,32,18,False,0.9913793103448276,0.1206896551724138,416.6551724137931,420.1217391304348,,3452.285714285714,420.2782608695652,0.2896631631217413,2.379375982785732,4,9,1,3.5,4,candy_cane_1,0.12173913043478261
afar,0,1184,12,104,93,3,48767,43572,5195,599,4,2,0.6340508460998535,0.5376307964324951,0.6369774341583252,0.050000000745058,0.5595172643661499,32,20,False,0.8942307692307693,0.1153846153846153,468.9134615384616,468.5161290322581,1731.6666666666667,4063.9166666666665,524.3763440860215,0.2460680378124551,1.9070272930465275,3,9,0,3.0,4,Dixie_cup_3,0.12903225806451613
afar,0,812,15,133,116,11,48925,44920,4005,599,4,13,0.6747121810913086,0.5376794934272766,1.0888406038284302,0.050000000745058,0.560333251953125,32,17,False,0.8721804511278195,0.112781954887218,367.8571428571428,387.2413793103448,364.09090909090907,3261.6666666666665,421.7672413793104,0.3065917220235054,2.3709759836484414,4,7,2,3.75,4,beer_can_4,0.12931034482758622
afar,0,1656,15,132,115,9,49192,44385,4807,599,4,13,0.6806146502494812,0.5429203510284424,1.1095564365386963,0.050000000745058,0.2205168306827545,32,17,False,0.8712121212121212,0.1136363636363636,372.6666666666667,385.9565217391304,534.1111111111111,3279.4666666666667,427.7565217391305,0.3049276305090259,2.3377785005691982,4,10,1,3.75,4,beer_can_4,0.13043478260869565
afar,0,1592,15,113,113,0,48389,48389,0,581,4,27,0.6375726461410522,0.6956691741943359,0.6871665120124817,0.050000000745058,0.5794078707695007,32,17,False,1.0,0.1327433628318584,428.2212389380531,428.2212389380531,,3225.9333333333334,428.2212389380531,0.3099878071462522,2.3352414805017667,2,11,0,3.75,4,chalice_2,0.13274336283185842
afar,0,357,14,113,105,2,49243,46153,3090,599,4,25,0.6583411693572998,0.5945822596549988,0.7201746106147766,0.050000000745058,0.6022287607192993,32,18,False,0.9292035398230089,0.1238938053097345,435.7787610619469,439.5523809523809,1545.0,3517.3571428571427,468.9809523809524,0.2843043681335418,2.132282761001564,3,6,0,3.5,4,canister_2,0.13333333333333333
afar,0,730,14,107,105,0,49289,48091,1198,599,4,26,0.7882908582687378,0.6440447568893433,0.660477340221405,0.050000000745058,0.673042356967926,32,18,False,0.9813084112149532,0.1308411214953271,460.6448598130841,458.0095238095238,,3520.6428571428573,469.4190476190476,0.2840390350788208,2.1302927630911563,4,6,1,3.5,4,canister_3,0.13333333333333333
afar,0,622,15,116,112,1,48804,46408,2396,599,4,22,0.7466778755187988,0.6401126384735107,1.1037839651107788,0.050000000745058,0.4356113374233246,32,17,False,0.9655172413793104,0.1293103448275862,420.7241379310345,414.3571428571428,2396.0,3253.6,435.75,0.3073518564052127,2.2948938611589216,3,10,0,3.75,4,candy_cane_1,0.13392857142857142
afar,0,1116,14,104,104,0,48759,48759,0,576,4,9,0.4633555114269256,0.6299493908882141,0.8130795955657959,0.050000000745058,0.6542348265647888,32,18,False,1.0,0.1346153846153846,468.83653846153845,468.83653846153845,,3482.785714285714,468.83653846153845,0.2871264792140938,2.1329395598761254,3,8,0,3.5,4,bear_0,0.1346153846153846
afar,0,800,15,117,111,2,48216,46457,1759,599,4,20,0.6460740566253662,0.554614245891571,0.8824062347412109,0.050000000745058,0.2091396152973175,32,17,False,0.9487179487179488,0.1282051282051282,412.1025641025641,418.5315315315315,879.5,3214.4,434.3783783783784,0.3111000497760079,2.302140368342459,4,10,1,3.75,4,can_1,0.13513513513513514
afar,0,42,14,104,101,1,48682,46885,1797,599,4,20,0.7499849796295166,0.6284818649291992,0.915029227733612,0.050000000745058,0.6701646447181702,32,18,False,0.971153846153846,0.1346153846153846,468.09615384615387,464.2079207920792,1797.0,3477.285714285714,482.0,0.2875806252824452,2.074688796680498,4,5,2,3.5,4,can_1,0.13861386138613863
afar,0,8,14,106,98,2,49315,45786,3529,599,4,21,0.627803385257721,0.523331880569458,1.1593985557556152,0.050000000745058,0.6740430593490601,32,18,False,0.9245283018867924,0.1320754716981132,465.2358490566038,467.2040816326531,1764.5,3522.5,503.2142857142857,0.2838892831795599,1.98722498225692,4,7,1,3.5,4,candle_holder_4,0.14285714285714285
afar,0,1490,16,115,112,0,48737,47314,1423,599,4,23,0.6475529670715332,0.5229109525680542,0.6181280016899109,0.050000000745058,0.7706459760665894,32,16,False,0.9739130434782608,0.1391304347826087,423.8,422.44642857142856,,3046.0625,435.1517857142857,0.3282926729179063,2.298048710425344,3,9,0,4.0,4,canister_0,0.14285714285714285
afar,0,586,15,116,104,0,49061,45919,3142,599,4,27,0.4886913001537323,0.5778125524520874,0.7858957648277283,0.050000000745058,0.7491414546966553,32,17,False,0.896551724137931,0.1293103448275862,422.9396551724138,441.5288461538461,,3270.733333333333,471.74038461538464,0.3057418315973991,2.119810032408634,4,5,2,3.75,4,chalice_2,0.14423076923076922
afar,0,358,17,118,117,0,49165,48566,599,599,4,19,0.6966222524642944,0.5175691246986389,0.86296546459198,0.050000000745058,0.6643967032432556,32,15,False,0.9915254237288136,0.1440677966101695,416.6525423728813,415.0940170940171,,2892.058823529412,420.2136752136752,0.3457744330316282,2.379741686158853,2,14,0,4.25,4,bottle_3,0.1452991452991453
afar,0,1335,17,165,117,22,49283,40785,8498,599,4,13,0.7534548044204712,0.5701601505279541,0.6838695406913757,0.050000000745058,0.6025640368461609,32,15,False,0.7090909090909091,0.103030303030303,298.6848484848485,348.5897435897436,386.27272727272725,2899.0,421.22222222222223,0.3449465332873405,2.374043787918755,3,10,0,4.25,4,beer_can_4,0.1452991452991453
afar,0,145,14,103,96,1,49004,45865,3139,599,4,15,0.5547129511833191,0.6760092973709106,0.6474350690841675,0.050000000745058,0.5647917985916138,32,18,False,0.9320388349514565,0.1359223300970873,475.7669902912621,477.7604166666667,3139.0,3500.285714285714,510.4583333333333,0.2856909640029385,1.959023753163007,2,10,0,3.5,4,bolt_1,0.14583333333333334
